slug	work_id	title	author	author_id	cts_urn	tlg	wikidata	source	edition	license	passages	tokens	tokens_lemmatized	correction	unattested_rate	scheme_class	scheme	scheme_depth	sha256
glaucus.fragmenta	ogc001546	Fragmenta	glaucus	oga000649				dfhg	dfhg	CC-BY-SA-4.0	13	168	160	not-ocr		logical-numeric	ref.sub	2	4f7d64364bded9fdc99061e9cf4a475d001eb220ed99dad66adc68e0cbf808c3
gnomologium-vaticanum.gnomologium-vaticanum	ogc001547	Gnomologium Vaticanum	Gnomologium Vaticanum	oga000651	urn:cts:greekLit:tlg2945.tlg001	tlg2945.tlg001		saws	saws-vatgr743	CC-BY-4.0	744	12258	12209	not-ocr		mixed			c8bc76f94190f7b34fcb23ac9ad457c81b3aa5f4dc207e901c20329f0df88547
gorgias-atheniensis.fragmenta	ogc001548	Fragmenta	gorgias-atheniensis	oga000652	urn:cts:greekLit:tlg2255.tlg003	tlg2255.tlg003		dfhg	dfhg	CC-BY-SA-4.0	3	173	171	not-ocr		logical-numeric	ref.sub	2	4290e0e982018906c33142a3a5c8ef4e3cb10266b6e4c4ff9c7b414ec4fdefa5
gorgias-rhetoric.fragmenta	ogc001549	Fragmenta	Gorgias	oga000653	urn:cts:greekLit:tlg0593.tlg003	tlg0593.tlg003		ocr	qwen36-archytas_mullach_fpg2	PD	31	982	947	auto-corrected	0.160804	edition-prefixed			a5bea2465c412f8624d94d7350cf968d751a1339328eff682f643b452e2ffb49
gorgias-rhetoric.testimonia	ogc001550	Testimonia	Gorgias	oga000653	urn:cts:greekLit:tlg0593.tlg002	tlg0593.tlg002		ocr	qwen36-nausiphanes_diels_fvs2	PD	274	4888	4798	auto-corrected	0.120159	edition-prefixed			1fcb8e26d498934d3f3958e28f7e038042c42f9c57390bbc6e8562cc9ab1c7c5
gorgon.fragmenta	ogc001551	Fragmenta	Gorgon	oga000654	urn:cts:greekLit:tlg2357.tlg002	tlg2357.tlg002		dfhg	dfhg	CC-BY-SA-4.0	4	58	57	not-ocr		logical-numeric	ref.sub	2	a98182688f0a968b68cc33fafb57a907285b3c0ee1573e7dd562db8458869fb1
gregorius-corinthius.exegesis-in-peri-methodou-deinotetos	ogc003907		gregorius-corinthius	oga001497				ocr	qwen36-walz_rhetores_v7pt2	PD	3148	61182	59452	auto-corrected	0.117915	logical-numeric	ref.sub	2	a80fb500e874e16af39e94e3eb6f238562cf90dab21164f0d143ec7c52a69bb4
gregorius-nazianzenus.ad-eos-qui-ipsum-acciverant-nec-occurrerant-orat-3	ogc001552	Ad Eos Qui Ipsum Acciverant Nec Occurrerant (Orat. 3)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg017	tlg2022.tlg017		ocr	migne-ocr-qwen36	PD	27	785	749	auto-corrected	0.099391	edition-prefixed			e58e4a30f106a9b815b27e3eef4061f7d9cbfe6ca8b4fb285d7c929ecd31576f
gregorius-nazianzenus.ad-gregorium-nyssenum-orat-11	ogc001553	Ad Gregorium Nyssenum (Orat. 11)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg024	tlg2022.tlg024		ocr	migne-ocr-qwen36	PD	22	1542	1494	raw-ocr	0.115974	edition-prefixed			0fc67dc32bc58137dc75fedcadf960cfb8461ecf9b1117f581715a79d5aa9847
gregorius-nazianzenus.ad-julianum-tributorum-exaequatorem-orat-19	ogc001554	Ad Julianum Tributorum Exaequatorem (Orat. 19)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg032	tlg2022.tlg032		ocr	migne-ocr-qwen36	PD	77	2992	2899	auto-corrected	0.132887	edition-prefixed			4b508c96e8046d39cc4e3aa54b3555fa0ababc369c6c285bcaded608be962ae2
gregorius-nazianzenus.ad-patrem-orat-12	ogc001555	Ad Patrem (Orat. 12)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg025	tlg2022.tlg025		ocr	migne-ocr-qwen36	PD	21	1198	1148	auto-corrected	0.085315	edition-prefixed			dadc80d937f089eba6088f5cfff8270e3569a2d0955814341e0d30a95e003964
gregorius-nazianzenus.adversus-eunomianos-orat-27	ogc001556	Adversus Eunomianos (Orat. 27)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg007	tlg2022.tlg007		first1k	1st1K-grc1	CC-BY-SA-4.0	9	2060	2044	not-ocr		logical-numeric	ref	1	64d71163f802079edabc297bf2b1b5b703c28bb3c87dc5aca3af851817a4fd33
gregorius-nazianzenus.apologetica-orat-2	ogc001557	Apologetica (Orat. 2)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg016	tlg2022.tlg016		ocr	migne-ocr-qwen36	PD	573	13634	13125	auto-corrected	0.137055	edition-prefixed			78040cc30802e34d62eca9c64358f0d1af5d4ac9f94a5c56319c4874fff66fab
gregorius-nazianzenus.apologeticus-ad-patrem-orat-9	ogc001558	Apologeticus Ad Patrem (Orat. 9)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg022	tlg2022.tlg022		ocr	migne-ocr-qwen36	PD	72	1207	1149	auto-corrected	0.168555	edition-prefixed			48779d6d942b0eea06ed382eda9cda279ec1b139cc7b10dd0125e440bb673407
gregorius-nazianzenus.carmina-de-se-ipso	ogc001559	Carmina De Se Ipso	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg061	tlg2022.tlg061		ocr	migne-ocr-qwen36	PD	7503	43522	39433	auto-corrected	0.277077	edition-prefixed			ef16e3e1cc04d70eb86d70c91e39320fcb20152a3d86b24f5c4c9c6cf6e0a9f2
gregorius-nazianzenus.carmina-dogmatica	ogc001560	Carmina Dogmatica	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg059	tlg2022.tlg059		ocr	migne-ocr-qwen36	PD	8753	51964	47074	auto-corrected	0.288095	edition-prefixed			0c7f5d4552517f80e27f31d3993966e4bcd8a73c08826f96a585b48ff949a3ab
gregorius-nazianzenus.carmina-moralia	ogc001561	Carmina Moralia	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg060	tlg2022.tlg060		first1k	1st1K-grc1	CC-BY-SA-4.0	23	144	144	not-ocr		logical-numeric	ref	1	dffb030db5240ce31f3bc8b581ba601a3355f865148475bb9ebf65fdc38adede
gregorius-nazianzenus.carmina-quae-spectant-ad-alios	ogc001562	Carmina Quae Spectant Ad Alios	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg062	tlg2022.tlg062		ocr	migne-ocr-qwen36	PD	2306	14109	12431	auto-corrected	0.322523	edition-prefixed			1c3938282d0eb5a3fc34275567e9fb803a28a2daa5aecedacca797bb6a9293f5
gregorius-nazianzenus.christus-patiens-dub-fort-auctore-constantino-manasse	ogc001563	Christus Patiens Dub. (Fort. Auctore Constantino Manasse)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg003	tlg2022.tlg003		first1k	1st1K-grc1	CC-BY-SA-4.0	2643	15696	15270	not-ocr		logical-numeric	ref.sub	2	332ddc4faa15a1f1990803846f8d95c6b498d57b37b5e0fba313dfa284351404
gregorius-nazianzenus.contra-arianos-et-de-seipso-orat-33	ogc001564	Contra Arianos Et De Seipso (Orat. 33)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg041	tlg2022.tlg041		ocr	migne-ocr-qwen36	PD	143	3177	2975	auto-corrected	0.204307	edition-prefixed			abc355c3866e302b2129232443f6fda951149ec162e785cea95672c77a69d692
gregorius-nazianzenus.contra-julianum-imperatorem-1-orat-4	ogc001565	Contra Julianum Imperatorem 1 (Orat. 4)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg018	tlg2022.tlg018		ocr	migne-ocr-qwen36	PD	902	25381	24165	auto-corrected	0.167902	edition-prefixed			6fba44743e02e077e88a2b401c434ca8b0be507b8ba16dc9ec78acac84ca93f2
gregorius-nazianzenus.de-dogmate-et-constitutione-episcoporum-orat-20	ogc001566	De Dogmate Et Constitutione Episcoporum (Orat. 20)	Gregorius Nazianzenus	oga000656	urn:cts:greekLit:tlg2022.tlg033	tlg2022.tlg033		ocr	migne-ocr-qwen36	PD	39	1827	1786	raw-ocr	0.052239	edition-prefixed			e507b2b1c3402d711177f3dee6f2d0ffe488529d9df97f304b0ca211cccd94f1
